"CLIENTNUM,""Attrition_Flag"",""Customer_Age"",""Gender"",""Dependent_count"",""Education_Level"",""Marital_Status"",""Income_Category"",""Card_Category"",""Months_on_book"",""Total_Relationship_Count"",""Months_Inactive_12_mon"",""Contacts_Count_12_mon"",""Credit_Limit"",""Total_Revolving_Bal"",""Avg_Open_To_Buy"",""Total_Amt_Chng_Q4_Q1"",""Total_Trans_Amt"",""Total_Trans_Ct"",""Total_Ct_Chng_Q4_Q1"",""Avg_Utilization_Ratio"",""Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1"",""Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"""
"715674483,""Existing Customer"",39,""F"",2,""Post-Graduate"",""Single"",""Less than $40K"",""Blue"",27,4,2,2,6205,2517,3688,0.939,1204,19,0.727,0.406,0.00013393,0.99987"
"789322833,""Attrited Customer"",48,""F"",5,""High School"",""Married"",""Less than $40K"",""Blue"",38,1,3,3,8025,0,8025,0.654,673,18,0.8,0,0.99672,0.00328187"
"789968058,""Existing Customer"",51,""M"",1,""Unknown"",""Single"",""$120K +"",""Blue"",42,6,2,3,9036,2327,6709,0.649,1131,18,0.636,0.258,0.00019751,0.9998"
"709919283,""Existing Customer"",54,""M"",4,""Graduate"",""Married"",""$80K - $120K"",""Blue"",34,2,3,2,14926,2517,12409,1.996,1576,25,1.5,0.169,0.00018864,0.99981"
"718744008,""Existing Customer"",59,""F"",1,""Graduate"",""Single"",""Less than $40K"",""Blue"",36,3,2,3,6335,1128,5207,0.397,1217,20,0.667,0.178,0.00017969,0.99982"
"767712558,""Attrited Customer"",59,""M"",1,""College"",""Single"",""$60K - $80K"",""Blue"",53,2,3,3,14979,0,14979,0.71,530,10,1,0,0.99639,0.00360825"
"712950783,""Attrited Customer"",48,""F"",4,""Uneducated"",""Married"",""Less than $40K"",""Blue"",38,3,2,3,2732,0,2732,0.76,739,16,0.455,0,0.99518,0.00481999"
"716104983,""Existing Customer"",41,""F"",2,""Graduate"",""Single"",""Less than $40K"",""Blue"",32,6,3,2,2250,2117,133,1.162,1617,31,2.875,0.941,0.00017987,0.99982"
"818839983,""Existing Customer"",55,""M"",2,""Graduate"",""Married"",""$120K +"",""Blue"",50,3,2,0,10916,1536,9380,1.317,1592,34,1,0.141,4.1986e-05,0.99996"
"772288758,""Existing Customer"",47,""F"",4,""Graduate"",""Married"",""Unknown"",""Blue"",36,4,1,3,5349,1228,4121,0.728,1343,30,1.308,0.23,9.7154e-05,0.9999"
"712350858,""Existing Customer"",41,""M"",2,""High School"",""Married"",""$80K - $120K"",""Blue"",24,4,1,3,9366,1104,8262,0.572,1303,39,0.625,0.118,9.0056e-05,0.99991"
"711009708,""Existing Customer"",40,""M"",3,""High School"",""Single"",""$80K - $120K"",""Blue"",28,5,1,0,21617,0,21617,1.047,1351,22,0.467,0,2.0494e-05,0.99998"
"712720158,""Existing Customer"",68,""M"",1,""Graduate"",""Married"",""Unknown"",""Blue"",56,5,2,3,13860,1652,12208,1.255,1910,32,1.909,0.119,0.00017969,0.99982"
"712215258,""Existing Customer"",50,""F"",1,""Graduate"",""Single"",""$40K - $60K"",""Silver"",31,2,2,3,18386,0,18386,0.868,1298,22,0.571,0,0.00016236,0.99984"
"773827008,""Existing Customer"",47,""M"",4,""Uneducated"",""Single"",""$60K - $80K"",""Blue"",41,6,2,2,2405,1540,865,0.469,1087,29,1.231,0.64,0.00012274,0.99988"
"795232683,""Existing Customer"",53,""F"",1,""College"",""Married"",""Less than $40K"",""Blue"",47,4,2,3,2154,930,1224,2.121,1439,26,1.364,0.432,0.0001747,0.99983"
"713786508,""Existing Customer"",42,""F"",5,""Unknown"",""Married"",""$40K - $60K"",""Blue"",36,3,3,3,2038,0,2038,0.786,1238,28,0.75,0,0.00034328,0.99966"
"713539833,""Existing Customer"",48,""F"",4,""High School"",""Single"",""$40K - $60K"",""Blue"",38,6,1,3,8135,0,8135,1.373,1716,29,0.812,0,9.4447e-05,0.99991"
"712454058,""Existing Customer"",49,""M"",1,""Doctorate"",""Married"",""$120K +"",""Blue"",38,6,1,3,9364,618,8746,0.554,1099,27,0.8,0.066,0.00012583,0.99987"
"718759833,""Existing Customer"",44,""F"",2,""Uneducated"",""Married"",""Unknown"",""Silver"",35,4,3,2,32643,0,32643,1.3,1058,24,2.429,0,0.00016711,0.99983"
"718803333,""Existing Customer"",43,""F"",4,""Graduate"",""Divorced"",""Less than $40K"",""Blue"",34,2,3,1,3195,1954,1241,0.971,1285,29,0.706,0.612,0.00011377,0.99989"
"720253908,""Existing Customer"",56,""M"",0,""High School"",""Married"",""$80K - $120K"",""Blue"",43,5,2,1,2852,1024,1828,1.009,1651,28,1,0.359,5.7261e-05,0.99994"
"714133158,""Existing Customer"",59,""F"",1,""College"",""Single"",""Unknown"",""Blue"",36,2,3,3,4224,1305,2919,0.852,1152,31,0.824,0.309,0.00027607,0.99972"
"713187033,""Existing Customer"",46,""M"",1,""Uneducated"",""Married"",""$60K - $80K"",""Blue"",36,3,2,2,20459,2071,18388,1.248,1767,38,2.167,0.101,0.00010985,0.99989"
"714791208,""Existing Customer"",47,""F"",4,""Unknown"",""Divorced"",""Less than $40K"",""Blue"",41,6,5,3,3482,2114,1368,0.508,1039,24,0.263,0.607,0.00038948,0.99961"
"772426383,""Existing Customer"",50,""F"",4,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",40,5,2,3,3065,1570,1495,1.077,1130,28,1.333,0.512,0.00020643,0.99979"
"710975883,""Existing Customer"",51,""F"",3,""Uneducated"",""Married"",""Less than $40K"",""Blue"",43,3,1,2,2185,1761,424,0.682,1645,30,0.429,0.806,5.8763e-05,0.99994"
"714264408,""Existing Customer"",47,""F"",3,""Uneducated"",""Married"",""Less than $40K"",""Blue"",36,4,1,0,1611,746,865,0.993,1413,29,0.706,0.463,2.1676e-05,0.99998"
"715827858,""Existing Customer"",58,""F"",4,""Uneducated"",""Married"",""Less than $40K"",""Blue"",47,3,3,3,2822,2173,649,1.456,1218,23,2.286,0.77,0.0003262,0.99967"
"713741358,""Attrited Customer"",46,""M"",5,""Graduate"",""Single"",""$80K - $120K"",""Blue"",33,6,3,3,32975,2517,30458,0.658,597,17,0.7,0.076,0.99681,0.00319072"
"709531908,""Existing Customer"",53,""M"",3,""High School"",""Married"",""$60K - $80K"",""Blue"",47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,0,0.00011482,0.99989"
"716493408,""Existing Customer"",45,""F"",4,""Uneducated"",""Divorced"",""Unknown"",""Blue"",36,4,3,3,15875,1719,14156,0.86,1592,37,1.467,0.108,0.0003262,0.99967"
"714141108,""Existing Customer"",52,""F"",1,""High School"",""Married"",""Less than $40K"",""Blue"",45,6,3,3,6703,893,5810,0.567,1388,28,0.75,0.133,0.00027604,0.99972"
"708953883,""Attrited Customer"",53,""M"",2,""Unknown"",""Married"",""$80K - $120K"",""Blue"",36,2,2,1,3212,0,3212,0.713,757,20,0.25,0,0.98692,0.01308"
"712608783,""Existing Customer"",50,""M"",2,""High School"",""Married"",""$80K - $120K"",""Silver"",45,3,1,3,34516,1260,33256,0.588,1504,34,0.789,0.037,8.1371e-05,0.99992"
"820353558,""Existing Customer"",41,""F"",3,""High School"",""Married"",""$40K - $60K"",""Blue"",36,4,1,2,9797,1434,8363,0.644,1503,34,0.478,0.146,5.5559e-05,0.99994"
"714964758,""Existing Customer"",45,""F"",5,""Graduate"",""Divorced"",""$40K - $60K"",""Blue"",36,5,2,2,10400,1777,8623,0.791,1105,28,0.867,0.171,0.00011751,0.99988"
"716264358,""Existing Customer"",53,""M"",3,""Uneducated"",""Married"",""$80K - $120K"",""Blue"",42,2,1,2,26792,1836,24956,1.432,2398,47,0.88,0.069,5.8763e-05,0.99994"
"717296808,""Existing Customer"",67,""F"",1,""Graduate"",""Married"",""Less than $40K"",""Blue"",56,4,3,2,3006,2517,489,2.053,1661,32,1,0.837,0.00016883,0.99983"
"712977183,""Existing Customer"",57,""F"",2,""Uneducated"",""Single"",""$40K - $60K"",""Silver"",36,6,3,0,19482,1072,18410,0.706,1421,22,1.444,0.055,6.1645e-05,0.99994"
"710829108,""Existing Customer"",59,""F"",1,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",36,4,2,3,3356,985,2371,0.35,999,28,0.556,0.294,0.00018475,0.99982"
"779562633,""Existing Customer"",45,""M"",2,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",34,3,2,1,5771,2248,3523,1.791,1387,18,0.8,0.39,7.0576e-05,0.99993"
"715315833,""Existing Customer"",51,""M"",3,""Graduate"",""Married"",""$80K - $120K"",""Blue"",36,6,2,3,11106,2107,8999,0.948,1243,24,1,0.19,0.00019864,0.9998"
"815500983,""Existing Customer"",59,""F"",1,""Uneducated"",""Married"",""Less than $40K"",""Blue"",54,5,3,0,2890,2001,889,1.334,1860,36,1,0.692,6.4038e-05,0.99994"
"719360583,""Existing Customer"",53,""M"",1,""Graduate"",""Married"",""$60K - $80K"",""Blue"",45,6,2,2,3380,1701,1679,0.747,1502,25,1.273,0.503,0.00010684,0.99989"
"709701558,""Existing Customer"",47,""M"",3,""Graduate"",""Married"",""$60K - $80K"",""Blue"",36,2,1,2,21331,1251,20080,0.949,1460,50,1.083,0.059,5.7151e-05,0.99994"
"721148358,""Existing Customer"",49,""F"",3,""Uneducated"",""Single"",""Unknown"",""Blue"",38,6,2,1,12860,0,12860,0.646,1348,27,0.286,0,7.3235e-05,0.99993"
"779862408,""Existing Customer"",49,""M"",3,""Post-Graduate"",""Single"",""$80K - $120K"",""Blue"",33,3,1,0,6278,462,5816,1.161,1087,33,0.941,0.074,2.4806e-05,0.99998"
"812627208,""Existing Customer"",60,""F"",0,""College"",""Single"",""Less than $40K"",""Blue"",55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,7.7286e-05,0.99992"
"711033408,""Existing Customer"",50,""F"",2,""High School"",""Married"",""Less than $40K"",""Blue"",36,5,1,2,9355,1626,7729,0.701,1230,28,0.867,0.174,5.3542e-05,0.99995"
"779956608,""Existing Customer"",41,""F"",2,""Post-Graduate"",""Married"",""Unknown"",""Blue"",31,6,1,3,20758,0,20758,0.688,1555,32,0.684,0,0.000109,0.99989"
"780376683,""Existing Customer"",57,""M"",1,""Graduate"",""Married"",""$80K - $120K"",""Blue"",47,5,3,1,14612,1976,12636,1.768,1827,24,3,0.135,0.00010182,0.9999"
"717912483,""Existing Customer"",43,""M"",4,""Graduate"",""Unknown"",""$80K - $120K"",""Blue"",27,5,2,0,27259,0,27259,0.731,1376,35,0.591,0,4.4033e-05,0.99996"
"714454758,""Existing Customer"",57,""F"",3,""Graduate"",""Married"",""Less than $40K"",""Blue"",47,4,2,3,6347,1594,4753,0.896,1771,37,0.762,0.251,0.00019864,0.9998"
"780466533,""Existing Customer"",54,""M"",3,""Doctorate"",""Married"",""$120K +"",""Blue"",41,3,3,0,21592,1676,19916,1.097,1873,52,0.529,0.078,9.9638e-05,0.9999"
"715735233,""Existing Customer"",51,""F"",5,""Post-Graduate"",""Married"",""Less than $40K"",""Blue"",44,5,1,1,3449,1598,1851,0.971,1679,42,0.556,0.463,4.0349e-05,0.99996"
"720476733,""Existing Customer"",47,""F"",3,""High School"",""Married"",""Less than $40K"",""Blue"",34,2,1,2,6028,799,5229,0.819,1002,22,0.571,0.133,5.5559e-05,0.99994"
"715872333,""Existing Customer"",41,""M"",0,""High School"",""Unknown"",""$120K +"",""Blue"",36,3,2,3,18214,1998,16216,0.829,1344,21,1.1,0.11,0.0001597,0.99984"
"712375758,""Existing Customer"",53,""M"",3,""Uneducated"",""Married"",""$80K - $120K"",""Blue"",43,3,3,1,16393,1423,14970,1.642,1461,42,0.75,0.087,0.00011574,0.99988"
"708868233,""Attrited Customer"",68,""M"",0,""High School"",""Married"",""Less than $40K"",""Blue"",52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,0.99338,0.00662"
"718030083,""Existing Customer"",59,""M"",1,""College"",""Married"",""$60K - $80K"",""Blue"",36,4,1,2,7871,1687,6184,1.242,1428,22,1.444,0.214,5.0261e-05,0.99995"
"720707283,""Existing Customer"",48,""M"",4,""Unknown"",""Married"",""$80K - $120K"",""Blue"",36,5,3,0,5288,866,4422,0.869,1777,42,0.75,0.164,7.6492e-05,0.99992"
"771698658,""Existing Customer"",44,""M"",5,""Graduate"",""Married"",""$60K - $80K"",""Blue"",32,4,5,3,11376,2006,9370,0.619,1302,27,0.8,0.176,0.00034882,0.99965"
"748326258,""Existing Customer"",48,""M"",3,""College"",""Married"",""$80K - $120K"",""Blue"",41,4,5,3,12302,1632,10670,1.509,1483,41,0.519,0.133,0.00034086,0.99966"
"770817783,""Existing Customer"",47,""M"",4,""Graduate"",""Married"",""$60K - $80K"",""Silver"",33,3,2,1,34516,1679,32837,0.623,1060,27,0.5,0.049,6.5045e-05,0.99993"
"779353083,""Existing Customer"",47,""M"",2,""Graduate"",""Married"",""$60K - $80K"",""Silver"",32,4,2,2,34516,1468,33048,0.505,1330,32,0.684,0.043,0.00010284,0.9999"
"711441333,""Existing Customer"",43,""F"",1,""High School"",""Divorced"",""Less than $40K"",""Silver"",35,3,2,2,10514,1580,8934,0.504,1229,27,0.8,0.15,9.3844e-05,0.99991"
"719808558,""Attrited Customer"",55,""F"",2,""Graduate"",""Married"",""Less than $40K"",""Blue"",43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0,0.99727,0.00272694"
"711551958,""Attrited Customer"",59,""M"",2,""Post-Graduate"",""Married"",""$60K - $80K"",""Blue"",46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0,0.9972,0.00280059"
"809164083,""Existing Customer"",63,""M"",1,""Graduate"",""Married"",""$40K - $60K"",""Blue"",56,2,1,2,2619,1779,840,1.259,1450,37,0.947,0.679,5.1697e-05,0.99995"
"820596183,""Existing Customer"",58,""M"",2,""College"",""Married"",""$120K +"",""Blue"",53,2,3,0,24407,2395,22012,1.071,2311,48,0.714,0.098,6.4511e-05,0.99994"
"715999608,""Existing Customer"",53,""F"",2,""High School"",""Married"",""Less than $40K"",""Blue"",36,4,1,2,2377,1649,728,0.93,1378,26,1.167,0.694,5.3542e-05,0.99995"
"710565408,""Existing Customer"",59,""M"",0,""Unknown"",""Unknown"",""$80K - $120K"",""Silver"",40,3,2,3,34516,1359,33157,1.327,1033,26,1.364,0.039,0.00016316,0.99984"
"805543158,""Existing Customer"",52,""M"",3,""Graduate"",""Married"",""$120K +"",""Blue"",47,5,3,3,11086,2207,8879,0.869,1523,40,1.105,0.199,0.0003139,0.99969"
"709752183,""Existing Customer"",48,""M"",3,""High School"",""Single"",""$60K - $80K"",""Blue"",36,4,2,2,11432,2517,8915,0.615,1374,37,0.762,0.22,0.00011482,0.99989"
"716479233,""Existing Customer"",43,""M"",4,""High School"",""Married"",""$40K - $60K"",""Blue"",36,5,3,2,13258,1721,11537,0.908,1080,21,1.333,0.13,0.00018339,0.99982"
"713837058,""Existing Customer"",48,""M"",2,""College"",""Single"",""Less than $40K"",""Blue"",36,3,2,3,2571,1955,616,0.531,1234,24,0.714,0.76,0.00018612,0.99981"
"718876683,""Existing Customer"",43,""F"",4,""Graduate"",""Single"",""Less than $40K"",""Blue"",31,5,2,0,5781,1168,4613,0.638,1600,32,0.455,0.202,4.4033e-05,0.99996"
"770746908,""Existing Customer"",44,""M"",4,""Unknown"",""Married"",""$60K - $80K"",""Blue"",30,5,1,2,7872,2509,5363,0.971,1155,32,0.882,0.319,6.3492e-05,0.99994"
"794843883,""Existing Customer"",41,""M"",3,""High School"",""Married"",""$80K - $120K"",""Blue"",35,6,1,2,34516,1202,33314,0.603,1353,33,0.737,0.035,5.5559e-05,0.99994"
"803043933,""Existing Customer"",44,""F"",3,""Uneducated"",""Divorced"",""Less than $40K"",""Silver"",38,4,1,3,11127,1835,9292,2.368,1546,25,1.273,0.165,8.9305e-05,0.99991"
"758076408,""Existing Customer"",50,""M"",2,""Unknown"",""Single"",""$40K - $60K"",""Blue"",43,2,1,3,1857,1603,254,0.579,1590,43,1.263,0.863,0.00010183,0.9999"
"714606558,""Existing Customer"",60,""F"",1,""Uneducated"",""Married"",""Less than $40K"",""Blue"",36,5,1,0,1913,1272,641,1.008,1448,22,1,0.665,1.9607e-05,0.99998"
"778425408,""Existing Customer"",44,""M"",4,""Graduate"",""Single"",""$80K - $120K"",""Blue"",24,5,3,0,3839,2295,1544,0.569,1271,24,0.714,0.598,6.9589e-05,0.99993"
"714171108,""Existing Customer"",48,""F"",3,""Graduate"",""Divorced"",""$40K - $60K"",""Blue"",39,6,2,3,2115,1141,974,0.616,1223,20,0.538,0.539,0.00019864,0.9998"
"719662458,""Existing Customer"",44,""F"",2,""Graduate"",""Divorced"",""Less than $40K"",""Blue"",27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,0.00011382,0.99989"
"713137233,""Existing Customer"",41,""M"",2,""High School"",""Single"",""$80K - $120K"",""Blue"",28,4,3,0,27756,1789,25967,0.75,994,24,0.846,0.064,6.4505e-05,0.99994"
"769425858,""Existing Customer"",45,""M"",3,""College"",""Single"",""$60K - $80K"",""Blue"",32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0,5.5564e-05,0.99994"
"711297483,""Existing Customer"",47,""F"",2,""Uneducated"",""Divorced"",""Less than $40K"",""Silver"",34,6,4,2,13878,2222,11656,0.853,1658,38,0.357,0.16,0.00020195,0.9998"
"788900883,""Existing Customer"",51,""F"",2,""Graduate"",""Married"",""Less than $40K"",""Blue"",36,3,1,3,3106,1304,1802,0.604,1368,38,0.407,0.42,9.2637e-05,0.99991"
"758348808,""Existing Customer"",51,""M"",2,""Graduate"",""Married"",""$120K +"",""Blue"",44,4,3,3,34516,1666,32850,0.613,1218,18,0.8,0.048,0.00030251,0.9997"
"772336458,""Attrited Customer"",60,""F"",1,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,0.99717,0.00282527"
"708711483,""Existing Customer"",57,""M"",2,""Unknown"",""Married"",""$80K - $120K"",""Blue"",46,2,3,0,18871,1740,17131,1.727,1516,21,2,0.092,7.2936e-05,0.99993"
"717906783,""Existing Customer"",41,""M"",5,""Graduate"",""Single"",""$120K +"",""Blue"",29,5,2,2,5207,1748,3459,1.073,1310,26,1,0.336,0.00011751,0.99988"
"719437908,""Existing Customer"",44,""M"",3,""Post-Graduate"",""Divorced"",""$80K - $120K"",""Blue"",36,6,2,2,17965,1644,16321,0.921,1767,50,0.923,0.092,0.00013897,0.99986"
"769433508,""Existing Customer"",43,""M"",1,""College"",""Single"",""$60K - $80K"",""Blue"",37,6,3,3,2733,1819,914,0.767,933,25,0.923,0.666,0.00027607,0.99972"
"790096533,""Existing Customer"",55,""M"",2,""College"",""Married"",""$60K - $80K"",""Blue"",48,4,3,2,8863,1301,7562,1.207,1512,27,1.455,0.147,0.00017488,0.99983"
"720997383,""Attrited Customer"",52,""M"",1,""Uneducated"",""Married"",""$80K - $120K"",""Blue"",36,2,3,3,1857,1833,24,0.723,829,17,0.7,0.987,0.99659,0.00341249"
"787541883,""Existing Customer"",44,""M"",3,""Graduate"",""Unknown"",""$80K - $120K"",""Blue"",33,3,3,3,34516,0,34516,0.483,1120,27,0.35,0,0.0003139,0.99969"
"709930758,""Existing Customer"",41,""M"",2,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",30,5,3,3,11107,1222,9885,0.538,1506,33,0.941,0.11,0.00031104,0.99969"
"789830058,""Existing Customer"",44,""M"",4,""Unknown"",""Single"",""$80K - $120K"",""Blue"",34,4,1,2,21573,1585,19988,0.621,1384,36,2.273,0.073,6.3492e-05,0.99994"
"710299608,""Attrited Customer"",53,""F"",2,""Unknown"",""Married"",""Less than $40K"",""Blue"",33,2,3,3,2859,2517,342,0.993,817,30,0.667,0.88,0.997,0.00299743"
"710741208,""Existing Customer"",39,""M"",2,""High School"",""Single"",""$80K - $120K"",""Blue"",36,4,2,2,5269,1475,3794,1.148,2094,25,0.667,0.28,0.00011065,0.99989"
"821797008,""Attrited Customer"",49,""M"",5,""College"",""Married"",""$40K - $60K"",""Blue"",45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0,0.99482,0.00518"
"708874533,""Attrited Customer"",45,""F"",2,""College"",""Married"",""Less than $40K"",""Blue"",36,1,3,2,3387,0,3387,0.789,510,24,0.6,0,0.99432,0.00568"
"715341858,""Existing Customer"",54,""M"",2,""Graduate"",""Married"",""$80K - $120K"",""Blue"",46,6,2,3,1982,1289,693,0.939,1377,49,0.69,0.65,0.00019143,0.99981"
"793636308,""Existing Customer"",49,""M"",3,""Uneducated"",""Single"",""$80K - $120K"",""Blue"",43,2,2,2,4645,1650,2995,0.912,1193,33,0.65,0.355,0.00012144,0.99988"
"713779908,""Existing Customer"",46,""F"",3,""Doctorate"",""Single"",""Unknown"",""Blue"",36,6,3,2,2189,1666,523,0.343,1287,36,0.636,0.761,0.00027008,0.99973"
"712125258,""Attrited Customer"",46,""M"",4,""High School"",""Married"",""$120K +"",""Blue"",30,3,3,3,2442,0,2442,0.98,701,19,0.727,0,0.99677,0.00323086"
"709703433,""Existing Customer"",47,""M"",3,""Graduate"",""Married"",""$60K - $80K"",""Blue"",38,4,1,2,21304,1532,19772,1.018,1770,25,0.923,0.072,5.7151e-05,0.99994"
"721022433,""Existing Customer"",44,""M"",2,""Doctorate"",""Single"",""$60K - $80K"",""Blue"",36,5,1,2,7577,2480,5097,0.435,1409,35,0.167,0.327,7.9702e-05,0.99992"
"710103558,""Existing Customer"",50,""M"",3,""Post-Graduate"",""Single"",""$120K +"",""Blue"",31,4,1,2,3234,1486,1748,0.868,1354,28,0.647,0.459,6.7249e-05,0.99993"
"715952883,""Existing Customer"",73,""M"",0,""High School"",""Married"",""$40K - $60K"",""Blue"",36,5,3,2,4469,1125,3344,1.363,1765,34,1.615,0.252,0.00015005,0.99985"
"719731458,""Existing Customer"",56,""M"",3,""Unknown"",""Unknown"",""$40K - $60K"",""Blue"",46,6,3,4,2910,709,2201,0.538,1192,27,0.588,0.244,0.00058851,0.99941"
"772390908,""Attrited Customer"",59,""M"",0,""High School"",""Single"",""$40K - $60K"",""Blue"",48,2,4,3,3616,1054,2562,0.616,687,17,0.545,0.291,0.99673,0.00326713"
"787348608,""Existing Customer"",70,""M"",0,""High School"",""Married"",""Less than $40K"",""Blue"",56,3,2,3,3252,1495,1757,0.581,1227,15,0.875,0.46,0.0001597,0.99984"
"709485033,""Existing Customer"",55,""F"",2,""High School"",""Married"",""Less than $40K"",""Blue"",36,4,3,3,2358,1152,1206,0.969,1737,26,1.6,0.489,0.00029408,0.99971"
"715432608,""Existing Customer"",43,""M"",4,""Unknown"",""Single"",""$60K - $80K"",""Blue"",36,4,1,0,22322,953,21369,0.769,1348,34,1.125,0.043,2.342e-05,0.99998"
"799471833,""Existing Customer"",45,""M"",1,""Uneducated"",""Single"",""$120K +"",""Blue"",39,4,2,2,3133,1510,1623,0.609,1435,38,0.462,0.482,0.00010985,0.99989"
"714187533,""Existing Customer"",45,""F"",2,""Uneducated"",""Single"",""$40K - $60K"",""Blue"",35,2,3,0,3540,849,2691,0.456,1321,28,0.75,0.24,6.8225e-05,0.99993"
"779656908,""Existing Customer"",40,""M"",1,""Graduate"",""Married"",""$40K - $60K"",""Blue"",23,6,3,2,6990,1378,5612,0.73,1479,29,0.611,0.197,0.00016883,0.99983"
"788950158,""Existing Customer"",36,""M"",2,""College"",""Unknown"",""$80K - $120K"",""Blue"",22,2,2,3,34516,1652,32864,0.854,1283,39,1.294,0.048,0.00018612,0.99981"
"778867533,""Attrited Customer"",59,""F"",0,""Post-Graduate"",""Married"",""$40K - $60K"",""Blue"",40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0,0.9925,0.0075"
"710620383,""Existing Customer"",43,""M"",4,""Unknown"",""Married"",""$60K - $80K"",""Blue"",35,6,3,2,24396,1171,23225,0.655,965,17,1.125,0.048,0.00020735,0.99979"
"778661358,""Existing Customer"",46,""F"",1,""Unknown"",""Married"",""Less than $40K"",""Blue"",36,2,3,2,2474,2143,331,1.53,1541,40,1,0.866,0.00018558,0.99981"
"789483333,""Existing Customer"",41,""M"",2,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",32,5,1,3,5214,795,4419,0.707,1258,23,1.3,0.152,9.5249e-05,0.9999"
"809855808,""Existing Customer"",51,""F"",2,""Graduate"",""Married"",""Less than $40K"",""Blue"",46,5,2,2,5207,1650,3557,0.708,1339,20,0.538,0.317,0.00011382,0.99989"
"718464258,""Existing Customer"",51,""F"",3,""Unknown"",""Unknown"",""Less than $40K"",""Blue"",25,2,2,2,9512,1082,8430,0.701,1007,22,1.444,0.114,0.00012982,0.99987"
"708528483,""Existing Customer"",43,""F"",4,""Graduate"",""Divorced"",""Unknown"",""Blue"",23,6,3,2,3187,2430,757,0.617,1387,33,1.357,0.762,0.00018864,0.99981"
"771809733,""Attrited Customer"",64,""F"",0,""High School"",""Married"",""$40K - $60K"",""Blue"",53,1,3,3,3353,0,3353,1.021,960,18,0.385,0,0.99605,0.00394582"
"719942883,""Existing Customer"",54,""M"",5,""Graduate"",""Married"",""$60K - $80K"",""Blue"",38,3,3,3,2290,1434,856,0.923,1119,18,3.5,0.626,0.00031231,0.99969"
"807226683,""Existing Customer"",48,""M"",3,""Unknown"",""Single"",""$40K - $60K"",""Blue"",43,6,1,3,5279,1115,4164,0.549,1642,41,0.519,0.211,0.00010566,0.99989"
"717806133,""Existing Customer"",40,""M"",2,""Uneducated"",""Divorced"",""$60K - $80K"",""Blue"",29,5,3,0,23603,0,23603,0.795,1382,31,1.067,0,6.8225e-05,0.99993"
